Customer ID,Last Purchase Date,Total Number of Purchases,Total Spend (Monetary Value),Account Created Date
C48762,2024-06-29 17:29:59.452452,7,248.27148442014834,2020-10-17 17:29:59.452452
C48763,2023-10-24 17:29:59.452452,2,466.6623689870166,2023-12-25 17:29:59.452452
C48764,2024-03-26 17:29:59.452452,2,146.9707481208804,2024-02-27 17:29:59.452452
C48765,2023-05-27 17:29:59.452452,6,153.13665595649024,2024-08-25 17:29:59.452452
C48766,2024-01-30 17:29:59.452452,2,97.71091886754749,2021-05-23 17:29:59.452452
C48767,2024-01-11 17:29:59.452452,7,111.46176066358943,2023-04-26 17:29:59.452452
C48768,2022-12-06 17:29:59.452452,8,372.4586001531935,2023-10-29 17:29:59.452452
C48769,2023-01-30 17:29:59.452452,3,687.3489677297985,2023-02-28 17:29:59.452452
C48770,2021-10-30 17:29:59.452452,10,126.51474206068166,2022-06-08 17:29:59.452452
C48771,2024-05-22 17:29:59.452452,1,195.23143077681326,2024-08-06 17:29:59.452452
C48772,2024-07-19 17:29:59.452452,4,443.55053058506996,2023-03-17 17:29:59.452452
C48773,2024-09-06 17:29:59.452452,1,75.62633334712305,2023-11-03 17:29:59.452452
C48774,2023-07-21 17:29:59.452452,1,605.2536593270576,2024-02-08 17:29:59.452452
C48775,2024-04-22 17:29:59.452452,3,201.4799905756914,2023-05-03 17:29:59.452452
C48776,2023-03-08 17:29:59.452452,2,876.9523049659167,2024-07-31 17:29:59.452452
C48777,2021-10-08 17:29:59.452452,3,152.75351578632075,2022-01-16 17:29:59.452452
C48778,2024-03-26 17:29:59.452452,4,692.3957056400006,2020-04-28 17:29:59.452452
C48779,2024-04-15 17:29:59.452452,6,849.2979024601536,2020-12-07 17:29:59.452452
C48780,2023-12-15 17:29:59.452452,2,345.2595637986815,2022-12-16 17:29:59.452452
C48781,2024-05-04 17:29:59.452452,1,111.76496353664204,2022-05-04 17:29:59.452452
C48782,2022-12-03 17:29:59.452452,1,126.82117625745823,2023-11-05 17:29:59.452452
C48783,2024-03-17 17:29:59.452452,1,445.1651193612587,2024-05-20 17:29:59.452452
C48784,2023-12-08 17:29:59.452452,1,168.90068323968802,2023-05-17 17:29:59.452452
C48785,2023-10-23 17:29:59.452452,2,385.7701721517194,2024-06-17 17:29:59.452452
C48786,2024-05-20 17:29:59.452452,2,217.8409728845692,2024-01-20 17:29:59.452452
C48787,2023-10-13 17:29:59.452452,2,121.46523167786275,2023-06-12 17:29:59.452452
C48788,2024-04-03 17:29:59.452452,1,638.5409247297621,2022-01-10 17:29:59.452452
C48789,2024-04-12 17:29:59.452452,2,204.9590106354768,2023-02-12 17:29:59.452452
C48790,2023-06-19 17:29:59.452452,1,315.5958377369627,2021-02-10 17:29:59.452452
C48791,2022-10-12 17:29:59.452452,8,432.51577548133366,2023-11-19 17:29:59.452452
C48792,2021-10-15 17:29:59.452452,6,192.10560532448596,2024-04-13 17:29:59.452452
C48793,2022-12-27 17:29:59.452452,10,87.26272035834353,2023-10-06 17:29:59.452452
C48794,2024-08-21 17:29:59.452452,3,80.06292561250243,2022-12-02 17:29:59.452452
C48795,2023-04-17 17:29:59.452452,3,303.6139507956981,2020-10-26 17:29:59.452452
C48796,2023-10-26 17:29:59.452452,6,951.5501710365577,2023-01-07 17:29:59.452452
C48797,2024-07-21 17:29:59.452452,1,285.07417663209543,2023-08-29 17:29:59.452452
C48798,2024-04-29 17:29:59.452452,2,189.349700360959,2024-03-13 17:29:59.452452
C48799,2024-07-06 17:29:59.452452,9,862.9645170703299,2024-02-09 17:29:59.452452
C48800,2023-06-17 17:29:59.452452,3,909.5659780926428,2024-05-21 17:29:59.452452
C48801,2024-02-21 17:29:59.452452,6,183.49620905749632,2021-09-17 17:29:59.452452
C48802,2024-03-04 17:29:59.452452,9,168.60548247965573,2024-05-05 17:29:59.452452
C48803,2023-11-24 17:29:59.452452,2,739.3491110329389,2024-01-09 17:29:59.452452
C48804,2022-12-11 17:29:59.452452,3,61.969172122868116,2024-08-08 17:29:59.452452
C48805,2024-01-13 17:29:59.452452,7,652.9421183778311,2021-09-03 17:29:59.452452
C48806,2024-03-31 17:29:59.452452,5,78.0534274135884,2024-07-17 17:29:59.452452
C48807,2023-09-17 17:29:59.452452,3,696.051055655437,2021-07-27 17:29:59.452452
C48808,2024-08-03 17:29:59.452452,6,626.105468741333,2023-06-23 17:29:59.452452
C48809,2022-05-27 17:29:59.452452,2,574.85400685499,2023-03-31 17:29:59.452452
C48810,2023-09-30 17:29:59.452452,5,752.3122519572185,2024-06-13 17:29:59.452452
C48811,2024-07-13 17:29:59.452452,3,132.2617669556745,2024-02-27 17:29:59.452452
C48812,2023-08-05 17:29:59.452452,3,243.74972531334996,2024-03-31 17:29:59.452452
C48813,2021-12-26 17:29:59.452452,3,316.81765640021143,2023-04-29 17:29:59.452452
C48814,2024-09-07 17:29:59.452452,3,929.2776838295692,2024-08-19 17:29:59.452452
C48815,2024-01-04 17:29:59.452452,1,627.8120412070487,2022-04-26 17:29:59.452452
C48816,2023-03-19 17:29:59.452452,5,204.94930776034198,2022-01-18 17:29:59.452452
C48817,2024-07-21 17:29:59.452452,8,167.03316836857988,2023-02-10 17:29:59.452452
C48818,2024-04-28 17:29:59.452452,2,323.3569987498546,2023-12-12 17:29:59.452452
C48819,2023-08-09 17:29:59.452452,1,86.7243285621779,2023-04-04 17:29:59.452452
C48820,2023-12-24 17:29:59.452452,5,59.37508459929665,2023-12-23 17:29:59.452452
C48821,2023-04-30 17:29:59.452452,3,746.915449713744,2023-10-21 17:29:59.452452
C48822,2024-02-11 17:29:59.452452,5,70.7266884294032,2021-07-05 17:29:59.452452
C48823,2023-03-17 17:29:59.452452,6,269.8736876344851,2024-01-02 17:29:59.452452
C48824,2024-05-15 17:29:59.452452,1,851.0135795317735,2021-08-20 17:29:59.452452
C48825,2023-10-20 17:29:59.452452,7,247.96485186114717,2024-03-20 17:29:59.452452
C48826,2023-10-25 17:29:59.452452,1,741.8058394966413,2022-12-29 17:29:59.452452
C48827,2024-04-21 17:29:59.452452,10,337.68414040412347,2024-08-14 17:29:59.452452
C48828,2024-09-03 17:29:59.452452,3,620.0711101780316,2024-02-20 17:29:59.452452
C48829,2024-01-11 17:29:59.452452,1,121.56899262182199,2022-10-21 17:29:59.452452
C48830,2021-09-15 17:29:59.452452,2,71.54005186241349,2023-12-31 17:29:59.452452
C48831,2024-04-02 17:29:59.452452,4,274.4136641959773,2024-07-08 17:29:59.452452
C48832,2023-11-09 17:29:59.452452,3,237.68544110124265,2023-08-10 17:29:59.452452
C48833,2024-04-12 17:29:59.452452,10,98.9728284047068,2023-01-31 17:29:59.452452
C48834,2021-01-05 17:29:59.452452,2,432.36532844040596,2022-11-25 17:29:59.452452
C48835,2023-06-12 17:29:59.452452,5,129.98740043428327,2023-07-31 17:29:59.452452
C48836,2023-08-04 17:29:59.452452,1,495.39829888387527,2023-12-13 17:29:59.452452
C48837,2024-05-23 17:29:59.452452,7,276.39735460235244,2023-12-21 17:29:59.452452
C48838,2024-04-10 17:29:59.452452,5,105.65039317042357,2023-07-27 17:29:59.452452
C48839,2023-11-15 17:29:59.452452,8,382.79763562421954,2024-03-04 17:29:59.452452
C48840,2023-08-03 17:29:59.452452,1,833.5932407505379,2023-12-14 17:29:59.452452
C48841,2024-01-18 17:29:59.452452,1,674.7828318384757,2024-06-24 17:29:59.452452
C48842,2023-06-08 17:29:59.452452,4,60.924027698693266,2024-02-22 17:29:59.452452
C48843,2024-06-30 17:29:59.452452,1,431.1824289437915,2023-04-14 17:29:59.452452
C48844,2024-02-13 17:29:59.452452,1,796.8535230605393,2024-08-30 17:29:59.452452
C48845,2024-08-04 17:29:59.452452,7,71.11792317429706,2023-09-05 17:29:59.452452
C48846,2024-03-27 17:29:59.452452,5,411.0903453526287,2020-11-16 17:29:59.452452
C48847,2024-01-27 17:29:59.452452,9,119.5804694789555,2024-05-28 17:29:59.452452
C48848,2023-11-11 17:29:59.452452,6,64.24083632220749,2022-11-27 17:29:59.452452
C48849,2024-01-04 17:29:59.452452,1,529.9185160355826,2020-05-31 17:29:59.452452
C48850,2023-05-28 17:29:59.452452,7,237.97737331884522,2023-08-01 17:29:59.452452
C48851,2024-01-17 17:29:59.452452,6,228.36694195798393,2022-11-04 17:29:59.452452
C48852,2024-02-21 17:29:59.452452,1,920.9985010939558,2023-08-11 17:29:59.452452
C48853,2024-02-13 17:29:59.452452,1,141.9070886941068,2024-09-24 17:29:59.452452
C48854,2024-03-27 17:29:59.452452,2,968.9203177601946,2022-02-09 17:29:59.452452
C48855,2024-07-05 17:29:59.452452,1,487.48396295394633,2024-07-11 17:29:59.452452
C48856,2024-09-02 17:29:59.452452,3,810.2517250618009,2022-12-12 17:29:59.452452
C48857,2023-10-18 17:29:59.452452,2,493.407883290207,2023-10-20 17:29:59.452452
C48858,2023-11-10 17:29:59.452452,3,792.9274432197788,2020-11-12 17:29:59.452452
C48859,2023-08-23 17:29:59.452452,8,715.5198029467842,2023-11-07 17:29:59.452452
C48860,2024-06-16 17:29:59.452452,4,389.2663799246752,2023-09-06 17:29:59.452452
C48861,2024-05-11 17:29:59.452452,4,803.7078888269882,2024-09-12 17:29:59.452452
C48862,2023-12-28 17:29:59.452452,2,618.5154954226346,2023-05-06 17:29:59.452452
C48863,2023-12-04 17:29:59.452452,3,203.7478968359597,2022-10-08 17:29:59.452452
C48864,2024-01-17 17:29:59.452452,2,77.9158124835715,2023-03-11 17:29:59.452452
C48865,2024-02-22 17:29:59.452452,1,925.0745277577468,2023-12-08 17:29:59.452452
C48866,2024-05-08 17:29:59.452452,10,157.3432907970239,2023-12-15 17:29:59.452452
C48867,2022-11-22 17:29:59.452452,2,805.1631191637075,2021-02-13 17:29:59.452452
C48868,2024-04-28 17:29:59.452452,5,870.9756867149167,2023-07-27 17:29:59.452452
C48869,2023-02-26 17:29:59.452452,3,137.37213137668783,2020-12-28 17:29:59.452452
C48870,2023-09-22 17:29:59.452452,5,156.05274464643855,2023-03-01 17:29:59.452452
C48871,2023-04-18 17:29:59.452452,9,972.3081420659526,2023-01-19 17:29:59.452452
C48872,2020-12-25 17:29:59.452452,2,444.6820063787897,2024-07-28 17:29:59.452452
C48873,2024-03-19 17:29:59.452452,4,89.59402357382413,2023-09-14 17:29:59.452452
C48874,2023-12-23 17:29:59.452452,3,142.08910128792297,2022-12-10 17:29:59.452452
C48875,2023-10-01 17:29:59.452452,1,211.8580684933051,2023-02-03 17:29:59.452452
C48876,2024-05-15 17:29:59.452452,7,484.9458648854393,2023-11-05 17:29:59.452452
C48877,2021-09-16 17:29:59.452452,3,53.16410417948199,2023-02-08 17:29:59.452452
C48878,2024-02-12 17:29:59.452452,1,283.0498582221127,2024-07-25 17:29:59.452452
C48879,2023-12-24 17:29:59.452452,10,600.6439505007553,2022-11-20 17:29:59.452452
C48880,2023-12-19 17:29:59.452452,7,182.77238720114173,2024-04-26 17:29:59.452452
C48881,2023-12-12 17:29:59.452452,5,135.3810236486222,2021-06-08 17:29:59.452452
C48882,2024-02-18 17:29:59.452452,1,85.71676273880655,2021-07-23 17:29:59.452452
C48883,2022-01-11 17:29:59.452452,8,94.17293620625091,2023-04-09 17:29:59.452452
C48884,2023-10-28 17:29:59.452452,3,175.77147883635428,2024-04-15 17:29:59.452452
C48885,2024-06-25 17:29:59.452452,1,330.36577893949993,2023-06-06 17:29:59.452452
C48886,2023-11-25 17:29:59.452452,2,74.57374100370502,2024-06-18 17:29:59.452452
C48887,2023-10-09 17:29:59.452452,3,93.86034757099019,2021-07-01 17:29:59.452452
C48888,2023-12-01 17:29:59.452452,6,99.00630867773245,2024-09-13 17:29:59.452452
C48889,2024-02-23 17:29:59.452452,2,127.0121027954251,2021-02-19 17:29:59.452452
C48890,2024-07-04 17:29:59.452452,4,235.90913819076377,2023-07-29 17:29:59.452452
C48891,2022-09-15 17:29:59.452452,2,54.781491926990874,2021-01-16 17:29:59.452452
C48892,2022-12-02 17:29:59.452452,3,962.5545631667294,2020-12-30 17:29:59.452452
C48893,2023-01-01 17:29:59.452452,1,173.83747534340588,2023-03-23 17:29:59.452452
C48894,2024-08-01 17:29:59.452452,1,877.7233836798541,2022-01-30 17:29:59.452452
C48895,2024-05-21 17:29:59.452452,1,73.43123203243897,2024-04-09 17:29:59.452452
C48896,2022-11-14 17:29:59.452452,4,65.99943861605234,2020-10-11 17:29:59.452452
C48897,2023-08-19 17:29:59.452452,4,117.20627931779275,2024-07-18 17:29:59.452452
C48898,2024-07-19 17:29:59.452452,3,66.50943853775705,2023-01-04 17:29:59.452452
C48899,2024-07-08 17:29:59.452452,8,689.0071001340162,2019-12-16 17:29:59.452452
C48900,2024-02-24 17:29:59.452452,3,527.9903178629569,2024-08-19 17:29:59.452452
C48901,2023-10-30 17:29:59.452452,3,137.64952551609986,2024-03-12 17:29:59.452452
C48902,2023-07-19 17:29:59.452452,4,701.9319561924561,2024-08-01 17:29:59.452452
C48903,2024-08-10 17:29:59.452452,1,165.06591759014233,2024-10-03 17:29:59.452452
C48904,2024-02-13 17:29:59.452452,3,643.2858749248632,2024-07-19 17:29:59.452452
C48905,2023-02-11 17:29:59.452452,1,833.9447187585915,2024-01-03 17:29:59.452452
C48906,2024-05-24 17:29:59.452452,9,181.17068543385037,2022-12-09 17:29:59.452452
C48907,2023-03-11 17:29:59.452452,5,309.97603034598853,2024-05-29 17:29:59.452452
C48908,2023-07-18 17:29:59.452452,8,951.4300963916651,2022-11-04 17:29:59.452452
C48909,2024-09-03 17:29:59.452452,2,113.22401124066481,2022-11-30 17:29:59.452452
C48910,2023-12-08 17:29:59.452452,3,468.2190576639285,2024-02-12 17:29:59.452452
C48911,2023-12-16 17:29:59.452452,5,78.11324163695801,2021-10-20 17:29:59.452452
C48912,2024-04-30 17:29:59.452452,3,479.1037329732034,2022-03-08 17:29:59.452452
C48913,2023-06-28 17:29:59.452452,1,140.0710123568995,2023-11-03 17:29:59.452452
C48914,2022-12-03 17:29:59.452452,8,177.33018125440327,2022-05-01 17:29:59.452452
C48915,2023-06-14 17:29:59.452452,3,395.1179308796136,2024-06-21 17:29:59.452452
C48916,2023-08-11 17:29:59.452452,7,164.7781325233998,2020-09-18 17:29:59.452452
C48917,2024-02-12 17:29:59.452452,1,271.7992242763648,2024-08-27 17:29:59.452452
C48918,2022-10-12 17:29:59.452452,1,456.7445661150971,2024-06-09 17:29:59.452452
C48919,2022-10-15 17:29:59.452452,1,337.0278971550531,2020-10-27 17:29:59.452452
C48920,2024-06-30 17:29:59.452452,4,786.24258340288,2024-06-12 17:29:59.452452
C48921,2020-10-26 17:29:59.452452,2,847.6610080131799,2023-05-26 17:29:59.452452
C48922,2024-03-21 17:29:59.452452,6,999.7101619671057,2024-05-20 17:29:59.452452
C48923,2023-06-28 17:29:59.452452,5,906.8273040397307,2024-05-27 17:29:59.452452
C48924,2023-07-12 17:29:59.452452,4,116.64642525778926,2022-12-04 17:29:59.452452
C48925,2024-08-06 17:29:59.452452,4,809.7061862828954,2023-05-30 17:29:59.452452
C48926,2024-08-14 17:29:59.452452,1,158.37388991495254,2022-06-07 17:29:59.452452
C48927,2023-10-14 17:29:59.452452,6,286.3626242584174,2024-01-28 17:29:59.452452
C48928,2024-03-24 17:29:59.452452,5,690.2000173493155,2024-03-03 17:29:59.452452
C48929,2024-09-07 17:29:59.452452,9,474.0501503241514,2024-03-08 17:29:59.452452
C48930,2024-06-24 17:29:59.452452,4,132.61153040956702,2024-03-29 17:29:59.452452
C48931,2023-10-29 17:29:59.452452,3,315.0875320760854,2022-12-14 17:29:59.452452
C48932,2024-07-13 17:29:59.452452,4,134.37283494053725,2024-06-16 17:29:59.452452
C48933,2023-12-08 17:29:59.452452,10,92.37087427889,2022-03-14 17:29:59.452452
C48934,2024-02-22 17:29:59.452452,7,67.71305631485488,2023-03-03 17:29:59.452452
C48935,2022-10-16 17:29:59.452452,3,271.3315920476283,2024-08-09 17:29:59.452452
C48936,2023-01-14 17:29:59.452452,1,683.7978494987753,2023-09-23 17:29:59.452452
C48937,2024-01-26 17:29:59.452452,2,659.0286977497788,2020-10-10 17:29:59.452452
C48938,2024-02-29 17:29:59.452452,2,883.12851312815,2022-10-10 17:29:59.452452
C48939,2022-10-07 17:29:59.452452,2,100.2122448728928,2022-10-28 17:29:59.452452
C48940,2023-10-20 17:29:59.452452,8,517.5634941324464,2024-01-18 17:29:59.452452
C48941,2023-03-31 17:29:59.452452,4,122.00829276732108,2021-01-11 17:29:59.452452
C48942,2023-10-25 17:29:59.452452,3,994.0116344516091,2023-02-15 17:29:59.452452
C48943,2024-07-17 17:29:59.452452,1,845.2098069821016,2023-09-14 17:29:59.452452
C48944,2022-12-04 17:29:59.452452,3,141.0951005547089,2024-09-09 17:29:59.452452
C48945,2022-09-19 17:29:59.452452,7,400.9005902348448,2023-04-05 17:29:59.452452
C48946,2022-11-01 17:29:59.452452,5,419.7908706490226,2020-10-30 17:29:59.452452
C48947,2023-03-30 17:29:59.452452,1,64.11025119912415,2023-04-05 17:29:59.452452
C48948,2024-04-17 17:29:59.452452,4,944.4936295785711,2023-10-04 17:29:59.452452
C48949,2024-01-29 17:29:59.452452,4,407.8539981610013,2022-03-06 17:29:59.452452
C48950,2024-03-30 17:29:59.452452,3,429.99925722244495,2021-05-04 17:29:59.452452
C48951,2024-08-31 17:29:59.452452,4,805.4450712669383,2022-10-05 17:29:59.452452
C48952,2022-03-22 17:29:59.452452,4,219.20960799437097,2023-05-27 17:29:59.452452
C48953,2024-05-16 17:29:59.452452,3,229.70920381709595,2023-01-30 17:29:59.452452
C48954,2024-08-05 17:29:59.452452,9,190.96322760010162,2023-03-19 17:29:59.452452
C48955,2024-08-05 17:29:59.452452,2,258.0310172825403,2022-12-18 17:29:59.452452
C48956,2023-10-27 17:29:59.452452,9,920.4127135613826,2021-11-12 17:29:59.452452
C48957,2024-08-27 17:29:59.452452,7,387.1791348588199,2023-12-07 17:29:59.452452
C48958,2024-01-10 17:29:59.452452,3,191.70560727117223,2023-02-19 17:29:59.452452
C48959,2023-12-01 17:29:59.452452,4,814.7118288814509,2023-06-25 17:29:59.452452
C48960,2023-02-05 17:29:59.452452,9,349.81672352883163,2022-10-19 17:29:59.452452
C48961,2023-11-12 17:29:59.452452,4,74.21874246734089,2022-08-13 17:29:59.452452
C48962,2023-11-26 17:29:59.452452,5,431.4023113753439,2021-01-06 17:29:59.452452
C48963,2023-05-06 17:29:59.452452,10,846.2859394785185,2022-09-27 17:29:59.452452
C48964,2023-10-02 17:29:59.452452,6,947.9278475681391,2022-07-10 17:29:59.452452
C48965,2024-05-07 17:29:59.452452,1,374.23858502008,2021-02-07 17:29:59.452452
C48966,2024-07-25 17:29:59.452452,2,802.3595697029324,2023-10-30 17:29:59.452452
C48967,2023-03-12 17:29:59.452452,3,711.3467728949843,2023-06-27 17:29:59.452452
C48968,2024-05-09 17:29:59.452452,1,180.06643774705935,2023-07-16 17:29:59.452452
C48969,2023-10-19 17:29:59.452452,1,739.6447846164444,2020-12-11 17:29:59.452452
C48970,2023-12-17 17:29:59.452452,1,74.13053162531364,2021-06-03 17:29:59.452452
C48971,2023-08-29 17:29:59.452452,2,152.58491666159802,2023-01-29 17:29:59.452452
C48972,2022-11-15 17:29:59.452452,2,678.0173249659748,2021-06-04 17:29:59.452452
C48973,2021-03-21 17:29:59.452452,5,193.71058021465856,2023-11-09 17:29:59.452452
C48974,2024-03-04 17:29:59.452452,2,303.9385169134111,2023-11-26 17:29:59.452452
C48975,2024-05-15 17:29:59.452452,6,457.9130335348942,2023-04-27 17:29:59.452452
C48976,2023-05-25 17:29:59.452452,8,319.0964485755966,2021-01-24 17:29:59.452452
C48977,2024-05-11 17:29:59.452452,4,66.29514703444637,2023-08-11 17:29:59.452452
C48978,2024-02-17 17:29:59.452452,6,110.29124652887202,2021-05-27 17:29:59.452452
C48979,2023-12-20 17:29:59.452452,4,199.32688544098806,2021-08-07 17:29:59.452452
C48980,2024-06-22 17:29:59.452452,3,90.19515287958185,2022-10-11 17:29:59.452452
C48981,2022-12-05 17:29:59.452452,3,766.9744463058344,2024-03-23 17:29:59.452452
C48982,2023-12-23 17:29:59.452452,7,98.84898020261579,2023-03-23 17:29:59.452452
C48983,2024-04-02 17:29:59.452452,1,207.2238297737085,2024-07-04 17:29:59.452452
C48984,2024-07-23 17:29:59.452452,10,94.6751043430053,2024-07-28 17:29:59.452452
C48985,2023-07-03 17:29:59.452452,2,976.8452459815289,2023-01-05 17:29:59.452452
C48986,2023-01-13 17:29:59.452452,3,861.9712713207504,2021-11-06 17:29:59.452452
C48987,2023-04-29 17:29:59.452452,5,96.67637047240808,2022-12-04 17:29:59.452452
C48988,2023-12-28 17:29:59.452452,10,130.3230076562895,2020-12-18 17:29:59.452452
C48989,2022-11-03 17:29:59.452452,5,215.7275597947032,2024-03-29 17:29:59.452452
C48990,2024-05-29 17:29:59.452452,5,81.62077983851158,2024-06-15 17:29:59.452452
C48991,2024-02-21 17:29:59.452452,4,448.9545962152439,2022-11-14 17:29:59.452452
C48992,2024-08-21 17:29:59.452452,4,265.9798472411359,2023-11-06 17:29:59.452452
C48993,2024-06-24 17:29:59.452452,2,140.2002090709708,2024-08-06 17:29:59.452452
C48994,2023-07-21 17:29:59.452452,1,912.213312012876,2022-10-11 17:29:59.452452
C48995,2023-02-19 17:29:59.452452,6,380.5905998514405,2023-12-05 17:29:59.452452
C48996,2023-08-03 17:29:59.452452,8,636.8055980347407,2021-12-24 17:29:59.452452
C48997,2022-09-14 17:29:59.452452,1,599.5942159789874,2021-12-06 17:29:59.452452
C48998,2024-03-20 17:29:59.452452,1,215.4600180862457,2021-08-14 17:29:59.452452
C48999,2024-08-09 17:29:59.452452,5,100.48698308667537,2023-11-16 17:29:59.452452
C49000,2022-11-15 17:29:59.452452,2,146.81540353588844,2022-10-17 17:29:59.452452
C49001,2023-01-04 17:29:59.452452,1,115.86939115963735,2024-02-11 17:29:59.452452
C49002,2021-11-10 17:29:59.452452,1,900.7166605317387,2023-07-10 17:29:59.452452
C49003,2023-10-10 17:29:59.452452,6,734.4291264227949,2021-03-01 17:29:59.452452
C49004,2023-07-31 17:29:59.452452,2,964.0329644189251,2022-05-17 17:29:59.452452
C49005,2022-12-23 17:29:59.452452,2,62.17422683602376,2021-12-14 17:29:59.452452
C49006,2023-10-08 17:29:59.452452,1,198.19125450142525,2023-07-30 17:29:59.452452
C49007,2023-02-10 17:29:59.452452,5,860.6447029830392,2023-11-03 17:29:59.452452
C49008,2024-01-30 17:29:59.452452,1,375.45670868627843,2022-10-15 17:29:59.452452
C49009,2023-11-17 17:29:59.452452,5,377.17319008530524,2023-03-11 17:29:59.452452
C49010,2023-02-17 17:29:59.452452,1,532.7702365021572,2023-11-18 17:29:59.452452
C49011,2023-05-17 17:29:59.452452,3,164.12638796806965,2022-03-16 17:29:59.452452
C49012,2024-04-14 17:29:59.452452,1,61.07929954113738,2020-12-26 17:29:59.452452
C49013,2023-05-09 17:29:59.452452,2,597.5111911611357,2023-12-15 17:29:59.452452
C49014,2024-04-06 17:29:59.452452,1,153.8262733705131,2024-02-08 17:29:59.452452
C49015,2024-06-17 17:29:59.452452,6,154.73925702790166,2022-07-01 17:29:59.452452
C49016,2023-12-08 17:29:59.452452,1,535.2151964327651,2023-09-12 17:29:59.452452
C49017,2023-05-10 17:29:59.452452,3,834.8100667889794,2022-10-27 17:29:59.452452
C49018,2023-04-26 17:29:59.452452,2,295.7544548024309,2024-02-27 17:29:59.452452
C49019,2024-04-06 17:29:59.452452,9,184.5702041227661,2024-04-09 17:29:59.452452
C49020,2022-02-22 17:29:59.452452,4,486.29034204397243,2022-10-04 17:29:59.452452
C49021,2023-06-27 17:29:59.452452,9,85.42407421553281,2023-07-20 17:29:59.452452
C49022,2024-08-26 17:29:59.452452,3,371.5520207059614,2023-07-30 17:29:59.452452
C49023,2022-11-26 17:29:59.452452,7,95.48263443639657,2024-07-07 17:29:59.452452
C49024,2023-01-24 17:29:59.452452,5,426.90156674889,2023-10-24 17:29:59.452452
C49025,2023-10-19 17:29:59.452452,1,218.5984059593783,2020-06-30 17:29:59.452452
C49026,2024-03-02 17:29:59.452452,6,217.5595960492087,2024-01-07 17:29:59.452452
C49027,2024-07-28 17:29:59.452452,3,54.71964925700135,2024-08-06 17:29:59.452452
C49028,2023-08-23 17:29:59.452452,1,57.60704457878594,2021-04-18 17:29:59.452452
C49029,2021-09-26 17:29:59.452452,4,567.8797112887585,2023-05-05 17:29:59.452452
C49030,2023-11-06 17:29:59.452452,4,774.4429510007033,2022-02-12 17:29:59.452452
C49031,2021-08-14 17:29:59.452452,3,65.85309560290501,2022-02-25 17:29:59.452452
C49032,2024-02-05 17:29:59.452452,9,397.21615944802716,2024-07-10 17:29:59.452452
C49033,2024-06-20 17:29:59.452452,8,527.300327097142,2021-08-26 17:29:59.452452
C49034,2023-07-26 17:29:59.452452,5,206.06478268165688,2021-07-25 17:29:59.452452
C49035,2024-04-27 17:29:59.452452,10,446.7478465801725,2020-03-01 17:29:59.452452
C49036,2024-03-04 17:29:59.452452,6,121.2753176308196,2023-08-24 17:29:59.452452
C49037,2024-09-04 17:29:59.452452,7,195.8805388134023,2024-05-18 17:29:59.452452
C49038,2023-11-28 17:29:59.452452,6,702.2548144779414,2023-10-30 17:29:59.452452
C49039,2023-04-29 17:29:59.452452,2,659.4870017285004,2024-09-09 17:29:59.452452
C49040,2024-02-23 17:29:59.452452,1,192.53056556442343,2021-12-17 17:29:59.452452
C49041,2023-04-06 17:29:59.452452,1,648.487131817585,2021-10-10 17:29:59.452452
C49042,2022-10-28 17:29:59.452452,4,94.69391404690458,2022-07-17 17:29:59.452452
C49043,2024-07-04 17:29:59.452452,6,79.35005024231201,2023-03-21 17:29:59.452452
C49044,2023-04-23 17:29:59.452452,5,460.0248046953918,2023-12-12 17:29:59.452452
C49045,2021-03-04 17:29:59.452452,6,305.5198365650375,2020-11-07 17:29:59.452452
C49046,2024-07-22 17:29:59.452452,3,62.27954041717177,2022-09-18 17:29:59.452452
C49047,2024-03-21 17:29:59.452452,10,111.88703262215608,2023-06-29 17:29:59.452452
C49048,2023-01-13 17:29:59.452452,1,97.49104678901422,2023-08-12 17:29:59.452452
C49049,2023-12-13 17:29:59.452452,2,109.94526834772562,2023-04-18 17:29:59.452452
C49050,2023-12-12 17:29:59.452452,4,300.4046680719928,2024-04-14 17:29:59.452452
C49051,2024-01-31 17:29:59.452452,4,490.44263515911814,2023-04-10 17:29:59.452452
C49052,2023-10-19 17:29:59.452452,10,675.5478593170218,2021-06-21 17:29:59.452452
C49053,2024-06-05 17:29:59.452452,2,445.2880891681395,2023-12-26 17:29:59.452452
C49054,2023-12-22 17:29:59.452452,1,334.24042265470416,2023-11-20 17:29:59.452452
C49055,2024-02-23 17:29:59.452452,10,708.1354750587051,2021-05-04 17:29:59.452452
C49056,2024-07-16 17:29:59.452452,2,696.924335725862,2020-11-26 17:29:59.452452
C49057,2023-06-15 17:29:59.452452,3,190.04711975500254,2024-09-14 17:29:59.452452
C49058,2023-04-23 17:29:59.452452,6,672.942711723273,2021-08-06 17:29:59.452452
C49059,2024-02-15 17:29:59.452452,4,278.6718458345061,2024-03-18 17:29:59.452452
C49060,2023-11-25 17:29:59.452452,2,299.858785798854,2024-08-24 17:29:59.452452
C49061,2023-01-11 17:29:59.452452,2,866.8665770963429,2020-12-06 17:29:59.452452
C49062,2024-05-06 17:29:59.452452,2,277.64607693564466,2022-04-19 17:29:59.452452
C49063,2022-11-27 17:29:59.452452,7,132.99161124939383,2022-03-23 17:29:59.452452
C49064,2024-01-27 17:29:59.452452,6,795.4899553525295,2021-02-26 17:29:59.452452
